YEAR	CROPCODE	CROP_DESC	TOELICHTING	MON_LC	MON_LC_DESC	MON_CG	MON_CG_DESC	MON_OC	MON_OC_DESC	MON_VRU	MON_VRU_DESC	MON_RUG	MON_RUG_DESC	MON_MIDDENDETA	MON_MIDDENDETA_DESC	MON_OCNT	MON_OCNT_DESC	MON_VROEG_LAAT	MON_VROEG_LAAT_DESC	IS_VROEG	IS_LAAT	IS_PERM_TEELT	IS_PERM_BEDEKKING	IS_BOUWLAND	IS_SUBSIDIABEL	IS_NIETSUBSIDIABEL
2025	9589	Niet-bloeiende heesters	SIERPLANTEN	MON_LC_BOOMSIER	MARKER_LANDCOVER boomsier	MON_CG_BOOMSIER	Marker cropgroup boomsier	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_BOOMSIER	Monitoring vruchtafwisseling - boomsier	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9590	Solitaire bomen	SIERPLANTEN	MON_LC_BOOMSIER	MARKER_LANDCOVER boomsier	MON_CG_BOOMSIER	Marker cropgroup boomsier	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_BOOMSIER	Monitoring vruchtafwisseling - boomsier	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9602	Boomkweek - fruitkweek	ZAAD-_EN_PLANTGOED	MON_LC_BOOMSIER	MARKER_LANDCOVER boomsier	MON_CG_BOOMSIER	Marker cropgroup boomsier	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_BOOMSIER	Monitoring vruchtafwisseling - boomsier	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9620	Andere kolen - vers	GROENTEN_VERS	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_ANDERE_SUBSIDIABELE_GEWASSEN_GROENTEN	Marker cropgroup andere_subsidiabele_gewassen_groenten	MON_OC_470	Monitoring organische koolstof aanvoer - 470	MON_VRU_KRUISBLOEMIGEN	Monitoring vruchtafwisseling - kruisbloemigen	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_OCNT_470	Monitoring organische koolstof aanvoer nateelt - 470	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9710	Meerjarige fruitteelten (appel)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9711	Meerjarige fruitteelten (peer)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9713	Meerjarige fruitteelten (pruim)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9714	Andere meerjarige fruitteelten	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9715	Druiven	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9716	Wijnstokken	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9717	Frambozen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9718	Rode bessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9719	Stekelbessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9720	Zwarte bessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9721	Braambessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9722	Blauwe bessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9723	Andere bessen	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9724	Aardbeiplanten	ZAAD-_EN_PLANTGOED	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_AARDBEIEN	Marker cropgroup aardbeien	MON_OC_250	Monitoring organische koolstof aanvoer - 250	MON_VRU_ROZEN	Monitoring vruchtafwisseling - rozen	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_250	Monitoring organische koolstof aanvoer nateelt - 250	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9725	Meerjarige fruitteelten (zoete kers, laagstam)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9726	Meerjarige fruitteelten (zoete kers, hoogstam)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9727	Meerjarige fruitteelten (zure kers)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9728	Meerjarige fruitteelten (perzik)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9729	Kiwibes	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9730	Meerjarige fruitteelten hoogstam (appel)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9731	Meerjarige fruitteelten hoogstam (peer)	FRUIT	MON_LC_FRUIT	MARKER_LANDCOVER fruit	MON_CG_FRUIT	Marker cropgroup fruit	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_FRUIT	Monitoring vruchtafwisseling - fruit	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	1	0
2025	9811	Cichorei (inuline)	OVERIGE_GEWASSEN	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_CICHOREIACHTIGEN	Marker cropgroup cichoreiachtigen	MON_OC_270	Monitoring organische koolstof aanvoer - 270	MON_VRU_SAMENGESTELDBLOEMIGEN	Monitoring vruchtafwisseling - samengesteld bloemigen	MON_RUG_JA	Ruggenteelt - ja	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_270	Monitoring organische koolstof aanvoer nateelt - 270	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9812	Cichorei (koffiesurrogaat)	OVERIGE_GEWASSEN	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_CICHOREIACHTIGEN	Marker cropgroup cichoreiachtigen	MON_OC_270	Monitoring organische koolstof aanvoer - 270	MON_VRU_SAMENGESTELDBLOEMIGEN	Monitoring vruchtafwisseling - samengesteld bloemigen	MON_RUG_JA	Ruggenteelt - ja	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_270	Monitoring organische koolstof aanvoer nateelt - 270	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9821	Tabak	OVERIGE_GEWASSEN	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_TABAK	Marker cropgroup tabak	MON_OC_470	Monitoring organische koolstof aanvoer - 470	MON_VRU_NACHTSCHADE	Monitoring vruchtafwisseling - nachtschade	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_470	Monitoring organische koolstof aanvoer nateelt - 470	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9822	Hop	OVERIGE_GEWASSEN	MON_LC_HOP	MARKER_LANDCOVER hop	MON_CG_HOP	Marker cropgroup hop	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_HOP	Monitoring vruchtafwisseling - hop	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	0	0	1	0
2025	9823	Weiland met niet-oogstbare bomen (> 200 bomen per ha)	GRASLAND	MON_LC_BOS	MARKER_LANDCOVER bos	MON_CG_BOS	Marker cropgroup bos	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_BOS	Monitoring vruchtafwisseling - bos	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GRASLAND	Grasland	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	0	1
2025	9825	Heide in natuurbeheer	HOUTACHTIGE_GEWASSEN	MON_LC_HEIDE	MARKER_LANDCOVER heide	MON_CG_HEIDE	Marker cropgroup heide	MON_OC_0	Monitoring organische koolstof aanvoer - 0	MON_VRU_HEIDE	Monitoring vruchtafwisseling - heide	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_HOUTACHTIG	Houtachtige gewassen	MON_OCNT_0	Monitoring organische koolstof aanvoer nateelt - 0	MON_TEELTEN_LATE	monitoring late teelten	0	1	1	1	0	0	1
2025	9827	Weiland met oogstbare hoogstam bomen (> 200 bomen/ha)	GRASLAND	MON_LC_GRASSEN	MARKER_LANDCOVER grassen	MON_CG_GRASSEN	Marker cropgroup grassen	MON_OC_660	Monitoring organische koolstof aanvoer - 660	MON_VRU_GRAS	Monitoring vruchtafwisseling - gras	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GRASLAND	Grasland	MON_OCNT_660	Monitoring organische koolstof aanvoer nateelt - 660	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	1	1	1	0
2025	9828	Natuurlijk grasland met onderhoud	GRASLAND	MON_LC_GRASSEN	MARKER_LANDCOVER grassen	MON_CG_GRASSEN	Marker cropgroup grassen	MON_OC_660	Monitoring organische koolstof aanvoer - 660	MON_VRU_GRAS	Monitoring vruchtafwisseling - gras	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_GRASLAND	Grasland	MON_OCNT_660	Monitoring organische koolstof aanvoer nateelt - 660	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
2025	9829	Natuurlijk grasland zonder onderhoud	GRASLAND	MON_LC_IGNORE_LPIS	MARKER_LANDCOVER ignore_lpis	MON_CG_IGNORE_LPIS	MARKER_CROPGROUP ignore_lpis	MON_OC_IGNORE_LPIS	marker organische koolstof ignore_lpis	MON_VRU_IGNORE_LPIS	MARKER_VRUCHTAFWISSELING ignore_lpis	MON_RUG_IGNORE_LPIS	MARKER_CROPGROUP ignore_lpis	LC_MD_GRASLAND	Grasland	MON_OCNT_IGNORE_LPIS	Monitoring organische koolstof aanvoer nateelt - IGNORE_LPIS	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	0	0	1
2025	9831	Bloemenmengsel	GRAANGEWASSEN	MON_LC_BOUWLAND	MARKER_LANDCOVER bouwland	MON_CG_MENGSEL	Marker cropgroup mengsel	MON_OC_550	Monitoring organische koolstof aanvoer - 550	MON_VRU_BRAAK	Monitoring vruchtafwisseling - braak	MON_RUG_NEE	Ruggenteelt - nee	LC_MD_OVERIGE	Overige gewassen	MON_OCNT_550	Monitoring organische koolstof aanvoer nateelt - 550	MON_TEELTEN_LATE	monitoring late teelten	0	1	0	0	1	1	0
